Campaign_ID,Influencer_Name,Platform,Campaign_Type,Start_Date,End_Date,Budget_USD,Reach,Impressions,Engagement_Rate,Click_Through_Rate,Conversions,ROI,Region
CM3676,Influencer_Riya,X,Giveaway,2024-01-18,2024-01-21,9622.0,286907,336793,2.94,3.99,357,42.65,Europe
CM2677,Influencer_Ava,Instagram,Giveaway,2024-06-16,2024-06-21,7178.0,916407,1019095,3.99,9.33,81,44.25,India
CM890,Influencer_Olivia,Facebook,Affiliate,2024-06-14,2024-06-19,5779.0,26634,150052,8.76,3.69,549,9.27,Europe
CM3176,Influencer_Ava,INSTAGRAM,Giveaway,2024-02-24,2024-02-19,2133.0,694948,727241,6.93,8.06,171,-9.9,North America
CM561,Influencer_Riya,YouTube,Giveaway,2024-02-22,2024-03-05,4571.0,267118,364051,5.46,4.15,640,26.99,SEA
CM4638,Influencer_Mia,Instagram,Product Launch,2024-09-01,2024-08-27,3977.0,788669,794690,3.16,5.33,234,,Middle East
CM651,Influencer_Aarav,Instagram,Product Launch,2024-12-21,2024-12-23,8296.0,109644,284012,7.09,3.7,434,,Europe
CM3450,Influencer_Ethan,Facebook,Product Launch,2024-03-29,2024-03-21,,178284,223661,4.98,8.72,783,19.77,SEA
CM1613,Influencer_Ava,YouTube,Brand Awareness,2024-01-20,2024-01-11,8682.0,13741,211551,4.05,7.77,531,-1.81,North America
CM298,Influencer_Mia,YouTube,Affiliate,2024-03-24,2024-03-29,4627.0,978882,1007210,5.7,11.26,692,30.2,Middle East
CM2857,Influencer_Aarav,YouTube,Product Launch,2024-09-05,2024-09-03,3463.0,385592,462184,6.9,5.57,99,12.07,North America
CM1959,Influencer_Ethan,instagram,Affiliate,2024-09-27,2024-10-11,4370.0,747572,887924,8.61,10.88,744,56.84,India
CM502,Influencer_Aarav,Facebook,Brand Awareness,2024-09-20,2024-09-25,7240.0,441110,493428,1.28,9.78,712,12.67,North America
CM3357,Influencer_Mia,INSTAGRAM,Product Launch,2024-04-20,2024-04-30,7523.0,916116,1109683,7.35,9.51,553,10.98,North America
CM2369,Influencer_Zane,YouTube,Giveaway,2024-12-05,2024-12-18,1391.0,780599,915024,5.57,11.51,803,-0.43,Middle East
CM5010,Influencer_Aarav,X,Affiliate,2024-11-29,2024-12-17,5751.0,304942,306587,5.54,0.5,241,58.34,India
CM3924,Influencer_Mia,X,Brand Awareness,2024-08-08,2024-07-30,7356.0,982706,1022485,2.58,4.79,714,13.78,Europe
CM1964,Influencer_Riya,INSTAGRAM,Product Launch,2024-02-25,2024-02-28,1718.0,568729,738530,9.68,12.56,920,24.33,India
CM4701,Influencer_Zane,Instagram,Giveaway,2024-12-18,2025-01-03,6909.0,187963,209692,2.89,11.99,373,17.15,North America
CM750,Influencer_Aarav,Instagram,Affiliate,2024-04-07,2024-03-29,5221.0,107330,230216,9.01,10.68,278,37.25,Europe
CM808,Influencer_Liam,X,Product Launch,2024-07-16,2024-07-30,5258.0,100978,155808,8.02,8.67,153,27.08,Europe
CM2413,Influencer_Zane,TikTok,Brand Awareness,2024-09-20,2024-09-21,3854.0,391566,480312,2.57,3.02,850,3.68,India
CM4689,Influencer_Noah,Instagram,Product Launch,2024-09-01,2024-08-22,6081.0,895457,928716,3.31,12.98,243,-2.99,North America
CM4017,Influencer_Mia,TikTok,Affiliate,2024-12-05,2024-12-07,9523.0,74072,256804,7.44,3.04,716,59.24,SEA
CM2054,Influencer_Liam,TikTok,Giveaway,2024-12-21,2025-01-04,7037.0,965912,1037850,2.7,3.45,838,29.1,SEA
CM4944,Influencer_Riya,instagram,Product Launch,2024-03-26,2024-04-14,6443.0,420594,491625,9.31,5.05,602,32.72,SEA
CM3478,Influencer_Riya,instagram,Brand Awareness,2024-12-14,2024-12-12,2659.0,100332,171630,9.63,12.1,71,-5.46,North America
CM414,Influencer_Zane,X,Product Launch,2024-02-08,2024-02-22,9542.0,376513,536355,8.07,10.61,840,37.78,Middle East
CM2987,Influencer_Noah,Instagram,Affiliate,2024-01-12,2024-01-26,4172.0,767079,889325,8.43,14.5,760,37.8,Middle East
CM4713,Influencer_Olivia,instagram,Brand Awareness,2024-08-27,2024-09-01,5616.0,954420,999869,9.98,11.08,168,35.39,North America
CM213,Influencer_Ethan,X,Brand Awareness,2024-03-14,2024-03-08,,613050,615315,5.9,0.59,27,-4.43,SEA
CM1060,Influencer_Zane,Instagram,Brand Awareness,2024-10-04,2024-10-10,8964.0,488043,587567,7.55,5.75,254,28.99,North America
CM3200,Influencer_Noah,Facebook,Brand Awareness,2024-09-04,2024-09-03,7110.0,503972,666739,,0.37,647,5.18,Middle East
CM2505,Influencer_Riya,instagram,Giveaway,2024-03-16,2024-03-24,3123.0,258505,435273,5.75,11.43,583,8.94,North America
CM2929,Influencer_Sophia,X,Brand Awareness,2024-03-05,2024-03-10,2737.0,91638,115712,8.62,5.37,926,-3.18,India
CM3640,Influencer_Olivia,TikTok,Affiliate,2024-12-12,2024-12-14,3250.0,491010,689498,2.1,13.05,421,27.83,Europe
CM2140,Influencer_Olivia,TikTok,Brand Awareness,2024-01-08,2024-01-17,5149.0,74541,100237,3.38,9.39,69,58.75,Middle East
CM4849,Influencer_Noah,Instagram,Brand Awareness,2024-04-10,2024-04-11,7316.0,629300,640342,2.35,14.17,731,42.97,North America
CM3505,Influencer_Sophia,Instagram,Affiliate,2024-09-26,2024-10-13,8029.0,797425,867307,6.03,6.08,780,46.91,SEA
CM1444,Influencer_Mia,TikTok,Product Launch,2024-09-20,2024-09-11,3817.0,185348,241615,5.05,4.42,670,8.46,SEA
CM4097,Influencer_Ethan,YouTube,Brand Awareness,2024-02-08,2024-02-05,776.0,550079,596189,7.67,9.74,86,14.62,North America
CM4767,Influencer_Liam,Facebook,Giveaway,2024-11-06,2024-11-02,6226.0,983453,1013145,8.34,4.1,785,,Europe
CM2129,Influencer_Riya,INSTAGRAM,Giveaway,2024-07-06,2024-07-18,1478.0,746089,878261,3.58,0.41,946,-0.05,Europe
CM2198,Influencer_Zane,instagram,Product Launch,2024-11-15,2024-11-07,3525.0,107948,150232,3.43,6.49,851,7.62,North America
CM1517,Influencer_Sophia,instagram,Brand Awareness,2024-11-07,2024-10-28,6361.0,87184,192978,6.62,10.05,566,10.14,Europe
CM426,Influencer_Sophia,Instagram,Affiliate,2024-04-11,2024-04-17,4436.0,349128,465836,8.07,14.99,979,17.47,Middle East
CM704,Influencer_Riya,Facebook,Product Launch,2024-06-19,2024-07-04,970.0,337802,386413,8.49,13.56,556,32.81,North America
CM4421,Influencer_Zane,Facebook,Affiliate,2024-08-05,2024-08-10,5448.0,842411,1026011,1.36,13.71,744,2.12,North America
CM3416,Influencer_Mia,Instagram,Brand Awareness,2024-05-07,2024-04-28,8660.0,299232,461845,8.84,9.99,15,48.2,SEA
CM674,Influencer_Liam,Instagram,Affiliate,2024-08-30,2024-09-17,1736.0,673538,832994,3.33,4.88,66,,North America
CM3929,Influencer_Riya,INSTAGRAM,Brand Awareness,2024-10-30,2024-11-07,8562.0,144361,292309,6.26,8.71,296,13.63,North America
CM4745,Influencer_Riya,X,Giveaway,2024-02-10,2024-02-25,1705.0,916939,1092158,9.12,5.12,729,57.23,Middle East
CM2061,Influencer_Riya,X,Brand Awareness,2024-12-27,2025-01-06,5731.0,542090,630185,9.74,12.02,406,54.22,India
CM3654,Influencer_Noah,INSTAGRAM,Brand Awareness,2024-11-20,2024-11-30,1569.0,98119,210706,6.89,8.69,307,34.41,Middle East
CM3146,Influencer_Ava,Instagram,Affiliate,2024-06-24,2024-07-03,7397.0,876784,1010802,6.6,12.3,901,15.73,North America
CM4800,Influencer_Ethan,Instagram,Affiliate,2024-11-25,2024-12-04,,31172,145596,5.23,14.34,197,11.47,SEA
CM3643,Influencer_Aarav,X,Giveaway,2024-10-10,2024-10-27,6037.0,949742,975230,2.8,13.25,679,18.92,Europe
CM4178,Influencer_Aarav,X,Brand Awareness,2024-06-23,2024-07-02,9615.0,44026,181028,7.11,2.87,476,10.71,Middle East
CM3259,Influencer_Zane,Instagram,Giveaway,2024-05-26,2024-06-14,5232.0,344063,451376,5.44,2.07,347,29.77,North America
CM1918,Influencer_Zane,TikTok,Giveaway,2024-12-26,2024-12-22,2779.0,883890,919516,5.0,10.11,792,8.68,Middle East
CM889,Influencer_Liam,Facebook,Giveaway,2024-02-19,2024-03-02,6460.0,613274,649333,3.26,13.23,153,20.12,North America
CM2514,Influencer_Olivia,instagram,Affiliate,2024-01-23,2024-01-21,2449.0,167460,258840,2.5,11.2,430,7.32,North America
CM4282,Influencer_Noah,YouTube,Affiliate,2024-06-28,2024-06-30,7273.0,903431,1002962,4.84,1.61,557,26.01,Europe
CM1765,Influencer_Olivia,TikTok,Brand Awareness,2024-01-23,2024-01-27,6156.0,60117,203301,0.64,7.27,217,50.24,North America
CM971,Influencer_Ethan,Facebook,Product Launch,2024-09-14,2024-09-19,2564.0,10402,49454,6.79,6.87,168,47.98,SEA
CM1994,Influencer_Aarav,X,Product Launch,2024-05-28,2024-05-29,2746.0,746723,859730,0.56,1.35,48,38.66,SEA
CM1577,Influencer_Noah,Facebook,Affiliate,2024-03-25,2024-04-04,7610.0,938614,1052462,4.9,0.37,383,44.53,North America
CM2272,Influencer_Mia,INSTAGRAM,Affiliate,2024-11-14,2024-11-09,6210.0,176234,256946,7.38,10.89,770,-2.24,North America
CM1730,Influencer_Riya,instagram,Affiliate,2024-09-28,2024-10-08,7491.0,864669,968679,7.53,7.62,903,-2.81,SEA
CM173,Influencer_Ethan,Facebook,Affiliate,2024-09-10,2024-09-12,3129.0,42446,195278,,8.78,765,-5.21,India
CM2057,Influencer_Noah,Facebook,Affiliate,2024-04-14,2024-04-10,4829.0,478237,539971,5.52,9.41,502,28.58,India
CM3327,Influencer_Ethan,X,Brand Awareness,2024-09-21,2024-09-18,4602.0,764720,931304,2.78,14.13,188,-0.93,Europe
CM2264,Influencer_Aarav,INSTAGRAM,Product Launch,2024-03-30,2024-04-01,1612.0,84081,215763,1.78,6.06,793,39.59,North America
CM3309,Influencer_Aarav,Instagram,Brand Awareness,2024-04-25,2024-05-09,5072.0,458307,510684,1.6,2.88,459,22.17,North America
CM192,Influencer_Liam,X,Affiliate,2024-06-07,2024-06-22,,292190,296984,,2.38,948,4.18,Middle East
CM4814,Influencer_Sophia,INSTAGRAM,Brand Awareness,2024-09-27,2024-09-18,8643.0,338774,382656,1.42,6.82,512,-3.37,North America
CM4159,Influencer_Olivia,INSTAGRAM,Affiliate,2024-07-01,2024-07-20,2402.0,268618,430265,6.23,0.26,566,24.99,Europe
CM2489,Influencer_Ethan,instagram,Giveaway,2024-01-10,2024-01-01,6536.0,351162,414014,4.87,14.08,933,19.69,SEA
CM179,Influencer_Ethan,YouTube,Product Launch,2024-09-11,2024-09-14,5349.0,474468,640278,9.22,7.96,655,49.59,Europe
CM2815,Influencer_Liam,Instagram,Affiliate,2024-02-17,2024-02-27,4882.0,796965,850650,5.86,12.26,163,42.64,SEA
CM594,Influencer_Mia,YouTube,Affiliate,2024-07-25,2024-07-29,8126.0,659432,835243,1.6,11.66,336,-9.39,SEA
CM3439,Influencer_Zane,instagram,Brand Awareness,2024-05-04,2024-05-02,8215.0,183636,349471,6.25,1.43,291,2.63,SEA
CM2428,Influencer_Riya,Facebook,Giveaway,2024-10-12,2024-10-05,3392.0,81312,205175,9.59,10.96,709,52.23,Middle East
CM3935,Influencer_Ethan,Facebook,Brand Awareness,2024-03-18,2024-03-14,3736.0,656056,760226,6.55,6.84,361,21.26,India
CM1264,Influencer_Aarav,instagram,Brand Awareness,2024-05-30,2024-05-30,5260.0,6293,66443,7.75,5.04,34,32.86,India
CM2821,Influencer_Riya,X,Giveaway,2024-12-21,2024-12-12,5009.0,946829,974828,7.98,8.21,264,45.82,Europe
CM1370,Influencer_Aarav,Facebook,Brand Awareness,2024-09-19,2024-09-24,6730.0,336475,382449,1.07,11.35,644,45.86,Middle East
CM3878,Influencer_Liam,instagram,Affiliate,2024-06-02,2024-06-02,5989.0,216342,278004,2.72,11.4,960,49.6,Middle East
CM4123,Influencer_Liam,instagram,Affiliate,2024-03-01,2024-03-17,3378.0,962164,973211,1.82,3.82,912,50.79,Middle East
CM2416,Influencer_Aarav,X,Product Launch,2024-05-04,2024-05-07,9451.0,35787,229816,2.92,3.28,460,36.14,SEA
CM2715,Influencer_Riya,INSTAGRAM,Product Launch,2024-09-18,2024-09-18,979.0,159025,255650,1.6,8.08,952,,Middle East
CM718,Influencer_Riya,Instagram,Brand Awareness,2024-04-29,2024-05-06,5516.0,809344,812536,,7.43,805,1.36,Europe
CM4037,Influencer_Ava,instagram,Giveaway,2024-08-02,2024-07-31,4527.0,838166,1026937,1.83,4.56,560,,SEA
CM2246,Influencer_Liam,X,Affiliate,2024-10-25,2024-11-09,5591.0,873409,980957,8.4,3.68,48,42.46,SEA
CM2935,Influencer_Ethan,Facebook,Giveaway,2024-09-13,2024-09-26,9942.0,66896,84456,6.49,4.82,404,17.54,SEA
CM3967,Influencer_Ava,INSTAGRAM,Product Launch,2024-03-22,2024-04-08,6913.0,620883,625300,7.49,11.2,514,24.28,SEA
CM1460,Influencer_Sophia,X,Giveaway,2024-10-28,2024-10-28,3280.0,770709,960471,3.68,8.28,406,10.67,Europe
CM4807,Influencer_Olivia,Instagram,Product Launch,2024-09-14,2024-09-20,7219.0,856333,939126,6.61,0.71,212,53.94,Europe
CM3695,Influencer_Riya,X,Giveaway,2024-08-10,2024-08-13,8794.0,828266,940003,2.49,12.32,363,-3.6,Middle East
CM4633,Influencer_Riya,TikTok,Brand Awareness,2024-11-22,2024-12-11,701.0,699734,818237,8.63,0.86,700,46.86,Europe
CM969,Influencer_Riya,Instagram,Affiliate,2024-03-04,2024-02-26,8628.0,247393,339767,9.85,0.73,758,25.81,Middle East
CM2993,Influencer_Olivia,instagram,Brand Awareness,2024-06-29,2024-07-12,6438.0,234151,349946,7.47,5.36,532,57.12,Europe
CM1142,Influencer_Sophia,TikTok,Affiliate,2024-12-09,2024-12-08,3055.0,188956,301327,5.0,1.38,807,-0.55,India
CM1971,Influencer_Ava,X,Affiliate,2024-05-17,2024-05-31,2672.0,175504,180430,4.8,7.37,280,59.17,SEA
CM456,Influencer_Riya,TikTok,Product Launch,2024-03-25,2024-03-30,4175.0,396952,413885,4.56,7.05,919,5.12,Middle East
CM1262,Influencer_Olivia,Facebook,Giveaway,2024-07-06,2024-07-20,3903.0,770855,779241,1.53,6.69,89,40.34,Europe
CM3045,Influencer_Riya,YouTube,Brand Awareness,2024-06-18,2024-06-19,5133.0,164122,183787,1.45,4.01,169,46.06,Middle East
CM1471,Influencer_Noah,TikTok,Giveaway,2024-05-15,2024-05-27,1800.0,242553,293198,7.77,7.59,124,50.66,SEA
CM4305,Influencer_Liam,X,Affiliate,2024-10-30,2024-11-10,5246.0,29577,172521,7.9,11.01,685,47.72,Europe
CM2995,Influencer_Ava,INSTAGRAM,Affiliate,2024-02-15,2024-03-01,8911.0,480221,491089,7.59,2.34,445,6.82,SEA
CM3499,Influencer_Liam,YouTube,Giveaway,2024-03-17,2024-03-11,7757.0,687066,731108,9.06,2.97,41,39.09,Europe
CM4072,Influencer_Mia,TikTok,Giveaway,2024-08-22,2024-08-25,3024.0,204940,373048,8.01,3.85,126,52.69,SEA
CM3879,Influencer_Zane,YouTube,Product Launch,2024-10-19,2024-10-11,1768.0,142043,241707,1.35,1.26,933,,Europe
CM3980,Influencer_Mia,instagram,Giveaway,2024-08-16,2024-08-22,1060.0,407923,568798,1.63,11.55,519,-3.38,Middle East
CM4684,Influencer_Ethan,instagram,Product Launch,2024-01-04,2024-01-17,1190.0,791841,898230,3.66,3.27,727,-6.41,North America
CM4204,Influencer_Ava,INSTAGRAM,Giveaway,2024-07-23,2024-07-20,6597.0,122840,296526,9.95,9.51,102,16.22,North America
CM432,Influencer_Aarav,instagram,Product Launch,2024-12-03,2024-11-26,7006.0,776381,883694,9.45,1.78,838,23.25,Europe
CM3182,Influencer_Aarav,instagram,Product Launch,2024-07-16,2024-08-04,7235.0,651777,667564,3.05,0.96,861,20.67,India
CM3016,Influencer_Olivia,Instagram,Brand Awareness,2024-02-06,2024-02-01,4987.0,623826,791060,3.71,5.53,361,51.44,India
CM1889,Influencer_Ava,INSTAGRAM,Giveaway,2024-07-09,2024-07-19,4870.0,515709,711346,8.29,4.41,477,24.88,India
CM1358,Influencer_Riya,YouTube,Affiliate,2024-01-07,2024-01-06,2236.0,669234,769358,3.55,9.57,457,21.27,Middle East
CM4009,Influencer_Noah,Instagram,Brand Awareness,2024-09-07,2024-09-20,3427.0,440991,476328,3.45,4.28,877,42.72,Europe
CM1922,Influencer_Aarav,INSTAGRAM,Brand Awareness,2024-03-19,2024-03-15,9157.0,275187,469679,1.41,1.92,527,53.96,India
CM1216,Influencer_Zane,X,Affiliate,2024-09-23,2024-10-03,2814.0,33862,131544,5.32,10.2,974,17.69,Europe
CM3603,Influencer_Liam,instagram,Brand Awareness,2024-11-13,2024-11-24,2952.0,236603,261026,0.6,0.78,946,37.49,India
CM3887,Influencer_Zane,X,Brand Awareness,2024-09-19,2024-09-26,4441.0,918297,921387,7.08,2.01,398,5.99,Middle East
CM2780,Influencer_Ava,instagram,Giveaway,2024-01-27,2024-02-12,3771.0,968134,1076533,4.93,14.04,629,23.96,India
CM2727,Influencer_Liam,instagram,Giveaway,2024-04-16,2024-04-21,2921.0,385938,422509,2.79,7.9,810,9.07,Europe
CM3581,Influencer_Zane,Facebook,Product Launch,2024-11-12,2024-11-25,8202.0,618365,732257,5.09,1.9,752,-9.63,SEA
CM2391,Influencer_Mia,X,Giveaway,2024-09-01,2024-09-17,6909.0,610766,625529,9.64,2.0,375,8.1,India
CM545,Influencer_Aarav,INSTAGRAM,Brand Awareness,2024-02-27,2024-03-03,875.0,907628,1079566,6.21,9.85,847,29.99,North America
CM1726,Influencer_Mia,Instagram,Product Launch,2024-11-15,2024-11-17,4807.0,557265,570922,6.49,5.26,842,,Middle East
CM3703,Influencer_Riya,YouTube,Affiliate,2024-11-15,2024-11-30,2661.0,619028,738250,2.01,5.72,221,56.44,India
CM552,Influencer_Liam,Instagram,Product Launch,2024-11-25,2024-12-07,6443.0,218199,408762,9.98,6.06,64,54.63,Middle East
CM1988,Influencer_Aarav,instagram,Product Launch,2024-03-05,2024-03-02,8037.0,408574,582587,5.55,12.61,693,32.76,Europe
CM4672,Influencer_Zane,TikTok,Giveaway,2024-12-03,2024-12-13,5323.0,67798,237498,5.02,12.6,349,8.23,North America
CM3248,Influencer_Ava,TikTok,Giveaway,2024-06-27,2024-07-02,5792.0,616720,811988,9.18,5.63,20,22.06,Europe
CM114,Influencer_Zane,X,Product Launch,2024-09-02,2024-08-25,7893.0,662765,792605,3.22,2.28,562,51.58,India
CM5063,Influencer_Liam,TikTok,Product Launch,2024-07-04,2024-06-27,,776411,968255,5.01,5.97,159,0.73,Europe
CM1045,Influencer_Mia,Instagram,Product Launch,2024-04-30,2024-04-27,1487.0,560011,615708,2.61,0.97,736,-8.73,North America
CM347,Influencer_Aarav,X,Affiliate,2024-12-05,2024-12-16,2556.0,640340,759859,6.81,1.78,736,-2.99,North America
CM2855,Influencer_Noah,X,Brand Awareness,2024-06-04,2024-06-19,4394.0,249433,370262,4.25,13.29,954,4.22,Middle East
CM460,Influencer_Ethan,instagram,Affiliate,2024-08-05,2024-08-03,3747.0,424500,456456,2.62,5.67,56,-3.12,India
CM4899,Influencer_Liam,Facebook,Giveaway,2024-01-31,2024-02-15,2429.0,603634,648540,7.42,14.37,515,34.51,Middle East
CM1817,Influencer_Aarav,instagram,Brand Awareness,2024-10-12,2024-10-12,5860.0,33481,226364,5.83,8.79,342,46.53,Europe
CM4551,Influencer_Sophia,YouTube,Brand Awareness,2024-09-11,2024-09-04,8914.0,314476,427912,2.08,4.22,221,54.47,India
CM845,Influencer_Mia,X,Product Launch,2024-01-26,2024-01-27,,896176,902781,7.11,4.58,105,46.45,North America
CM1532,Influencer_Mia,Facebook,Affiliate,2024-03-20,2024-03-25,7710.0,745427,863610,9.72,6.24,17,50.12,Europe
CM3479,Influencer_Aarav,X,Brand Awareness,2024-01-30,2024-02-18,4890.0,83445,184502,9.77,13.88,236,36.66,SEA
CM4131,Influencer_Mia,Instagram,Affiliate,2024-11-14,2024-12-01,9125.0,908076,995934,5.76,7.57,330,17.56,Europe
CM3868,Influencer_Liam,INSTAGRAM,Brand Awareness,2024-08-31,2024-08-25,9987.0,563270,697177,1.91,8.27,133,-8.56,SEA
CM1706,Influencer_Zane,X,Brand Awareness,2024-08-15,2024-08-31,9550.0,715222,830591,5.02,10.49,996,-3.13,North America
CM1316,Influencer_Noah,Instagram,Affiliate,2024-11-08,2024-11-18,2864.0,405220,482084,4.56,11.24,249,38.96,SEA
CM4613,Influencer_Mia,TikTok,Affiliate,2024-01-12,2024-01-14,4483.0,631100,780233,3.62,5.9,34,31.68,North America
CM590,Influencer_Noah,instagram,Affiliate,2024-01-28,2024-01-19,4062.0,865465,880255,2.69,14.22,329,51.45,Europe
CM962,Influencer_Ava,Facebook,Product Launch,2024-12-16,2024-12-12,3060.0,948635,989860,5.75,5.84,157,48.56,Europe
CM2333,Influencer_Ava,Instagram,Product Launch,2024-05-07,2024-05-14,563.0,796238,811188,3.43,8.47,871,57.51,Middle East
CM2853,Influencer_Sophia,TikTok,Brand Awareness,2024-07-05,2024-07-13,6973.0,30738,206865,0.78,9.11,446,45.55,Middle East
CM1483,Influencer_Liam,instagram,Giveaway,2024-11-03,2024-11-04,1277.0,316302,489378,1.32,11.82,471,43.68,India
CM2172,Influencer_Aarav,INSTAGRAM,Giveaway,2024-12-19,2024-12-24,3294.0,270951,468173,6.89,4.0,123,18.67,Middle East
CM3808,Influencer_Zane,INSTAGRAM,Product Launch,2024-04-05,2024-04-10,5085.0,18077,65880,0.82,4.48,97,32.65,Middle East
CM2183,Influencer_Liam,YouTube,Giveaway,2024-09-27,2024-10-03,2854.0,167812,257311,,3.51,688,59.22,SEA
CM1462,Influencer_Mia,Facebook,Affiliate,2024-05-18,2024-05-21,2952.0,52372,130853,1.15,12.36,979,27.34,India
CM3510,Influencer_Ethan,Facebook,Product Launch,2024-07-29,2024-07-21,8399.0,339141,348668,3.8,10.25,224,58.51,SEA
CM606,Influencer_Noah,Facebook,Brand Awareness,2024-04-12,2024-04-14,6718.0,419336,437019,5.99,8.94,593,-9.78,Middle East
CM2951,Influencer_Ava,Instagram,Brand Awareness,2024-02-26,2024-03-12,1337.0,814991,868813,3.28,14.68,968,0.19,North America
CM125,Influencer_Ethan,Instagram,Affiliate,2024-07-14,2024-07-09,611.0,604672,771104,9.14,10.72,832,37.12,Middle East
CM2217,Influencer_Riya,YouTube,Affiliate,2024-08-02,2024-08-21,4731.0,613252,713679,8.15,6.87,62,2.31,India
CM1322,Influencer_Noah,TikTok,Affiliate,2024-06-11,2024-06-04,1504.0,466924,527039,3.54,14.7,626,36.16,Middle East
CM1213,Influencer_Riya,Instagram,Giveaway,2024-12-13,2024-12-19,6296.0,635521,720806,6.71,11.01,481,-0.42,Europe
CM4521,Influencer_Aarav,TikTok,Giveaway,2024-10-29,2024-10-24,1725.0,146213,330281,4.42,5.59,310,11.15,Europe
CM3749,Influencer_Riya,Facebook,Affiliate,2024-04-23,2024-05-01,6806.0,783170,925958,8.95,9.95,264,1.16,Europe
CM2680,Influencer_Liam,Instagram,Affiliate,2024-08-09,2024-08-10,610.0,324970,496931,6.27,12.97,583,27.2,North America
CM4916,Influencer_Riya,Instagram,Affiliate,2024-02-08,2024-02-09,8390.0,252362,338510,9.16,7.07,383,45.27,Europe
CM3264,Influencer_Riya,INSTAGRAM,Product Launch,2024-06-15,2024-06-12,9631.0,175304,208848,5.91,0.43,859,51.91,SEA
CM533,Influencer_Sophia,TikTok,Affiliate,2024-01-29,2024-01-27,8059.0,992543,1009861,3.42,13.91,487,33.61,Europe
CM2297,Influencer_Liam,Instagram,Product Launch,2024-06-17,2024-06-08,3406.0,591313,620583,9.89,10.47,936,33.9,SEA
CM3465,Influencer_Zane,X,Giveaway,2024-01-10,2024-01-26,9035.0,160860,253478,9.11,4.27,729,13.6,Middle East
CM3388,Influencer_Mia,TikTok,Affiliate,2024-02-02,2024-02-14,4208.0,256665,257955,5.6,7.11,417,-0.14,India
CM2323,Influencer_Aarav,instagram,Giveaway,2024-09-30,2024-09-29,4013.0,774158,814598,3.8,11.62,267,13.09,Europe
CM3178,Influencer_Mia,instagram,Giveaway,2024-12-23,2024-12-18,7520.0,808810,902115,6.48,9.31,393,21.83,SEA
CM4817,Influencer_Liam,instagram,Brand Awareness,2024-02-29,2024-03-16,1940.0,206377,229828,8.11,1.48,287,-2.73,India
CM2364,Influencer_Riya,YouTube,Affiliate,2024-04-03,2024-03-25,887.0,27250,158091,2.64,9.37,929,12.01,North America
CM3376,Influencer_Aarav,TikTok,Affiliate,2024-08-16,2024-08-08,2108.0,401168,543574,5.27,3.8,991,45.39,India
CM3206,Influencer_Ava,TikTok,Product Launch,2024-07-09,2024-07-20,1173.0,972337,974808,3.87,14.26,989,25.49,SEA
CM1202,Influencer_Zane,instagram,Affiliate,2024-12-03,2024-12-02,1251.0,221194,407359,9.19,6.04,888,54.06,Europe
CM1880,Influencer_Ethan,INSTAGRAM,Affiliate,2024-03-17,2024-03-18,8969.0,808004,966404,6.15,2.45,858,5.48,India
CM2550,Influencer_Mia,YouTube,Affiliate,2024-12-05,2024-12-17,7007.0,477964,669819,2.08,6.4,544,52.96,India
CM3575,Influencer_Noah,TikTok,Brand Awareness,2024-05-16,2024-05-20,8962.0,77844,142746,8.18,9.35,329,36.61,North America
CM4193,Influencer_Ava,INSTAGRAM,Product Launch,2024-10-13,2024-10-26,3991.0,393848,453834,3.8,13.4,846,12.6,North America
CM256,Influencer_Olivia,Facebook,Giveaway,2024-08-06,2024-07-27,7310.0,319952,359882,5.39,5.03,299,51.61,Middle East
CM3276,Influencer_Aarav,instagram,Product Launch,2024-01-17,2024-01-22,1686.0,291477,329958,5.84,5.46,293,34.76,India
CM3959,Influencer_Noah,instagram,Affiliate,2024-05-04,2024-04-25,568.0,19733,200081,1.21,1.73,951,27.42,North America
CM715,Influencer_Zane,TikTok,Affiliate,2024-01-29,2024-01-28,1843.0,497372,609501,4.63,10.02,635,59.66,Europe
CM743,Influencer_Ava,Facebook,Brand Awareness,2024-07-14,2024-07-13,6258.0,338330,494014,0.72,10.88,579,17.5,North America
CM1709,Influencer_Zane,YouTube,Product Launch,2024-09-23,2024-10-06,,471974,498985,7.31,9.01,394,6.21,Middle East
CM2037,Influencer_Liam,INSTAGRAM,Giveaway,2024-09-09,2024-09-20,1664.0,797399,848980,2.32,1.4,564,,Middle East
CM1168,Influencer_Sophia,Instagram,Giveaway,2024-04-01,2024-03-28,5323.0,550653,736729,4.79,9.42,163,56.3,Europe
CM3601,Influencer_Zane,instagram,Brand Awareness,2024-10-29,2024-11-09,5363.0,923717,1113777,2.58,9.4,145,41.26,India
CM4841,Influencer_Mia,X,Giveaway,2024-12-04,2024-12-20,9718.0,216732,298057,7.24,10.2,403,5.16,North America
CM4471,Influencer_Ethan,Instagram,Product Launch,2024-08-14,2024-08-05,5453.0,483316,665322,4.67,8.68,891,53.32,SEA
CM1614,Influencer_Ethan,instagram,Affiliate,2024-01-16,2024-01-22,9416.0,70360,88332,6.59,3.36,234,34.7,Middle East
CM430,Influencer_Ethan,YouTube,Giveaway,2024-06-12,2024-06-20,3705.0,390871,415416,6.97,5.96,395,56.76,SEA
CM3438,Influencer_Aarav,X,Affiliate,2024-04-04,2024-04-01,5747.0,2083,199063,9.62,7.08,938,16.62,North America
